"A_1" "A_10" "A_11" "A_12" "A_13" "A_14" "A_15" "A_16" "A_17" "A_18" "A_19" "A_2" "A_20" "A_3" "A_4" "A_5" "A_6" "A_7" "A_8" "A_9" "B_1" "B_10" "B_11" "B_12" "B_13" "B_14" "B_15" "B_16" "B_17" "B_18" "B_19" "B_2" "B_20" "B_3" "B_4" "B_5" "B_6" "B_7" "B_8" "B_9" "C_1" "C_10" "C_11" "C_12" "C_13" "C_14" "C_15" "C_16" "C_17" "C_18" "C_19" "C_2" "C_20" "C_3" "C_4" "C_5" "C_6" "C_7" "C_8" "C_9"
"A_1" 0 0.52206157938565 0.400312969969284 0.54371640365045 0.447402908542193 0.435026306081603 0.491185548730214 0.478086482857915 0.46603392565978 0.510686834557204 0.468618288123616 0.504307824688 0.540942068085897 0.521434129263563 0.421028848023452 0.39731873334867 0.536194344410025 0.523133240818957 0.51217174376303 0.444410415476652 1.19664541662575 1.20199794469896 1.23786079219458 1.22339677859359 1.21554267339488 1.17835505751292 1.21256137131813 1.2056652782734 1.24542721619688 1.2204319770051 1.21463451788976 1.21062858285673 1.20153247836269 1.20684329856268 1.1512524690832 1.20005825522921 1.2380891102905 1.22024752463287 1.19226820956606 1.198106281936 1.33040025492362 1.29147857326695 1.39569610861741 1.37343976200439 1.35202516682472 1.36330517859252 1.35789952477348 1.35302778195331 1.35578442784089 1.34754002951588 1.37578657780003 1.3738446997249 1.34786247680964 1.36943105747257 1.32853258433135 1.36050014553487 1.36809143610026 1.38838598648773 1.36012638998575 1.39245303380251
"A_10" 0.52206157938565 0 0.482289537513087 0.552974446080843 0.452151246559371 0.467600027005988 0.519854901282696 0.448918909197769 0.498834437974927 0.5238538927353 0.441185546584635 0.513337151878537 0.570337216172032 0.540311782671827 0.442424761082407 0.505725158231487 0.470986876795614 0.550956112334479 0.520654261178055 0.497727154970141 1.21071719323956 1.22148802913407 1.23676482642376 1.23804830852112 1.22886863285956 1.17845326903312 1.22605667698476 1.19341641579382 1.26721491157901 1.23804906202641 1.2277196837898 1.23006612811338 1.22089539534629 1.22393007377992 1.23016028304752 1.21300562784515 1.25432359468521 1.18312864290261 1.21820921003166 1.21407860661512 1.2988359197785 1.31635429525802 1.36210116559513 1.33986046875773 1.31889728699623 1.32959391642157 1.32956960185431 1.32423045393871 1.31775405695955 1.31074428316155 1.3437276810231 1.33699424449101 1.3195819120611 1.33932557781731 1.30107546231428 1.32779510171721 1.33478424265215 1.35515834526111 1.28010086333143 1.3571948450003
"A_11" 0.400312969969284 0.482289537513087 0 0.504164985017066 0.384500054184641 0.388143868776675 0.447127695444274 0.427904414210842 0.423702502245292 0.464098243890175 0.425027179319835 0.45560499648351 0.505814213410134 0.410099452182911 0.355707085454697 0.441117066680473 0.472558509439449 0.484019349070573 0.464449592451721 0.435027814902713 1.22425623076481 1.2292002927516 1.27077422400895 1.25302072348787 1.24857105040193 1.21225790525181 1.24013170599233 1.23793613997112 1.28316539996202 1.25245531346715 1.24239163682779 1.24507397958492 1.23358530175876 1.23767059253084 1.24285883615796 1.21764689589654 1.20019387015689 1.2547098367156 1.23075775226511 1.21300515249512 1.33795674468254 1.35481791527611 1.40625340188598 1.38094935065371 1.35768240090166 1.36933865652899 1.36952724076941 1.35359590129632 1.36148108046167 1.35323230901987 1.38539239298743 1.38102296555594 1.3580951612713 1.38039788218869 1.32784143225064 1.36754423951763 1.36939456019401 1.39850295728823 1.36959634400336 1.4003004809313
"A_12" 0.54371640365045 0.552974446080843 0.504164985017066 0 0.471773261245024 0.490218214109307 0.542246778201003 0.472784198427384 0.460511697682671 0.427707299246461 0.521410354589236 0.477719896931275 0.588637173794085 0.559953144541216 0.465964335267888 0.525008974996771 0.57887211526615 0.570039557727895 0.505232669531284 0.526795085734246 1.1987188198461 1.20863131311803 1.24108091956544 1.22414224508001 1.17868817668661 1.16750412002274 1.20969374118641 1.21100859478823 1.25170637606982 1.22415924206235 1.2147951819952 1.21678634795949 1.2078602460511 1.20693115319808 1.15865036953088 1.20035357114331 1.23543400426454 1.22639876834346 1.1630299788681 1.20151867680033 1.29741207619399 1.31503570794934 1.3634179116743 1.33856971139899 1.32001919682913 1.33046351498779 1.32046466017224 1.32538626079019 1.32318635690384 1.31195047601083 1.34452150316063 1.33746348433609 1.32061668148682 1.33777245968518 1.30200981956193 1.32837097101316 1.33591370909026 1.35594995778258 1.3320234246465 1.36299675522215
"A_13" 0.447402908542193 0.452151246559371 0.384500054184641 0.471773261245024 0 0.29838492010245 0.43338796578067 0.37803541620547 0.362636454958992 0.403991114781327 0.415383992604637 0.419365015495298 0.497146589584854 0.455916803544634 0.263294095755762 0.387436866550687 0.47687539185496 0.381814376609577 0.405430053512561 0.415762547817096 1.23612617580891 1.24642987344527 1.28679407198089 1.26352225365122 1.25846669799193 1.17092531969583 1.24755415516777 1.2530585622957 1.30224377398847 1.26712083183303 1.25334868654849 1.25719172588052 1.25043571694384 1.24591208818915 1.25726475377082 1.20706813117703 1.27765400122028 1.26903852406493 1.20734441332082 1.23955476797508 1.35194966625086 1.37546830630523 1.43050535228865 1.40097967009841 1.37763960848692 1.38997197091898 1.39162781389285 1.38346344618427 1.38129214694213 1.37276248385819 1.40966712915405 1.39747051063646 1.38058325377059 1.40272700669519 1.35232900599379 1.38774173869292 1.380230415869 1.42309994874672 1.36994305522132 1.43274433860359
"A_14" 0.435026306081603 0.467600027005988 0.388143868776675 0.490218214109307 0.29838492010245 0 0.429218516473789 0.395596319284409 0.358779333908334 0.449197052735007 0.406547705150542 0.438632023025171 0.482499283085641 0.460058161333807 0.299205688003409 0.407292424241656 0.412600750774861 0.467229642672733 0.421392391455037 0.424591097756427 1.22888039581917 1.23853091392037 1.26654923219056 1.25561326628013 1.25148692551098 1.2168065305929 1.2439421884443 1.19819607693085 1.28691247921785 1.25845956080748 1.24481013105836 1.24511671929584 1.22944594851413 1.24203007106249 1.24844789300031 1.19326428665687 1.27336109787418 1.2564734424515 1.23543964923616 1.23141185494733 1.35502516345266 1.37289322744789 1.42496778697838 1.4014578846628 1.37544639475231 1.38777048418873 1.3870026273081 1.38388362278746 1.3731355948442 1.37774421217632 1.40402622823188 1.39846748228097 1.3756144774357 1.39487920490504 1.34601848106813 1.38524688133599 1.39480126034304 1.41745051233443 1.36684582807846 1.42397566346827
"A_15" 0.491185548730214 0.519854901282696 0.447127695444274 0.542246778201003 0.43338796578067 0.429218516473789 0 0.467556103029251 0.463348427551268 0.500629029534376 0.473173024918355 0.492167990520713 0.53938217318086 0.512033502618889 0.4131760615014 0.48483281356431 0.521335425803266 0.524446914368858 0.438714903037036 0.408980970030238 1.19276798852743 1.19434982512091 1.14135004331403 1.2140877239381 1.21677021347613 1.18958719272917 1.10502101428737 1.20647992882221 1.24002265886071 1.20665457660336 1.04984060501762 1.18932569667698 1.20216511451952 1.20029603684698 1.18614682399864 1.18458158337326 1.21189567624304 1.21522589501325 1.20356346634851 1.19077030053232 1.35336364392133 1.37376877345697 1.42233459241147 1.39858555997177 1.37432094697357 1.38605903613459 1.38351740995324 1.35741821396015 1.37810502820201 1.37786715681941 1.38163990280922 1.37256532947417 1.37243800814987 1.36890433413512 1.35103710499635 1.38420452207129 1.39236762822586 1.41119343437368 1.3935082284151 1.42074504468475
"A_16" 0.478086482857915 0.448918909197769 0.427904414210842 0.472784198427384 0.37803541620547 0.395596319284409 0.467556103029251 0 0.446293033584226 0.440100232911103 0.450511876627423 0.458289826663065 0.520731778167177 0.373062753601384 0.371416235344114 0.451549627575522 0.470342162168563 0.507754871497 0.466450747850382 0.456764555643972 1.23687429306424 1.17604615731146 1.26792053679374 1.25446909890298 1.26739291257258 1.21909031480808 1.241627866041 1.25468013887911 1.30554420660691 1.26777192124871 1.25572233336898 1.2586938361956 1.23296631208749 1.25212198383522 1.24706017575536 1.23815833101769 1.28598051347977 1.25761873154526 1.2549614841078 1.24096675844475 1.31772863269104 1.34258236884795 1.38872967486022 1.36469545490314 1.34219828936243 1.35424083654238 1.35421807848878 1.29087770919295 1.34226967135023 1.33584654185243 1.37262825166244 1.36587337352358 1.34273614148683 1.36368191797723 1.32100156911556 1.35297357632985 1.3401611829348 1.38500552103519 1.36059954019338 1.39153737826708
"A_17" 0.46603392565978 0.498834437974927 0.423702502245292 0.460511697682671 0.362636454958992 0.358779333908334 0.463348427551268 0.446293033584226 0 0.481091330326686 0.443138490605928 0.469489490964972 0.517929958736254 0.455126116237333 0.390101609686196 0.401054694628057 0.506142207923602 0.49978050756913 0.480617595524187 0.454368040006615 1.1673201154252 1.2195001543326 1.20647936523249 1.23450907689114 1.23155455089784 1.19842137384698 1.18112091549556 1.22089405069288 1.26433656568566 1.23544808245526 1.22663371438639 1.22335022153342 1.21179461862471 1.21569724499859 1.22682505031744 1.21087973972713 1.24692053846004 1.18135225187252 1.21403978434296 1.21110556400211 1.34685791756625 1.36411493917284 1.38125570627082 1.3919252729051 1.37054569422531 1.38237610068874 1.37867259632627 1.3758781937579 1.37415201015162 1.37043830913982 1.39866490045745 1.39310130723747 1.36820352019768 1.39044023484297 1.34700407282985 1.38000173421239 1.38848471862338 1.41168295940563 1.38350112976895 1.41690388297715
"A_18" 0.510686834557204 0.5238538927353 0.464098243890175 0.427707299246461 0.403991114781327 0.449197052735007 0.500629029534376 0.440100232911103 0.481091330326686 0 0.486527596493269 0.413772440001646 0.554602812628357 0.520044132050367 0.421646185946013 0.500316565739589 0.540650401707379 0.538625804858029 0.513650851623378 0.484539122609809 1.20305616227284 1.2168199835984 1.2502831421209 1.23185770081736 1.22757585547107 1.19438864080643 1.22163550132606 1.21921793110427 1.26172428515679 1.23275831622544 1.22316605850588 1.22468707125798 1.22027679105704 1.21823548769902 1.22447538929252 1.20751996738633 1.24447519684752 1.23489095142804 1.17963446210921 1.20540668467197 1.31192339262301 1.3326252375884 1.37842598119483 1.35491211438654 1.33321384956814 1.34431166522661 1.34348758130446 1.34080913633395 1.33204061969752 1.33597715948287 1.36181695535323 1.35128656651937 1.33336081172037 1.35696342523303 1.3123835404437 1.34252379872352 1.34954508432792 1.37372576161473 1.35007677998715 1.3758010161354
