Author,A_1,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_2,A_20,A_3,A_4,A_5,A_6,A_7,A_8,A_9,B_1,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_2,B_20,B_3,B_4,B_5,B_6,B_7,B_8,B_9,C_1,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_2,C_20,C_3,C_4,C_5,C_6,C_7,C_8,C_9
A,0.869301406,1.019572366,0.954759496,0.9319349,0.932575461,0.830334126,0.880138118,0.9319349,0.966798416,0.84408762,0,0.847101595,1.052500388,0.994684317,0.969347505,0.972970526,1.078152356,0.879022375,0.957286739,0.863749239,1.042825684,1.161106301,1.160884265,1.162617536,1.115042163,1.133386065,1.174578251,1.190635244,1.131607122,1.117570412,1.109331049,1.009890311,1.107335787,0.995917775,1.142725034,1.086653452,1.101167444,1.039307438,1.04180748,1.109192665,0.963013014,1.078355918,0.937945381,1.087115732,0.987549385,1.000100873,0.955222266,1.002149943,1.02699086,1.024203669,0.998462255,1.0299614,1.077166864,1.043070608,1.123470923,0.859225825,0.994329201,1.06701983,0.995339103,1.0336358
A,0.732253311,0.984883876,0.839958359,0.723384056,0.886874832,0.761521273,0.837185696,0.723384056,0.959118806,0.711168651,0.847101595,0,1.054323327,0.950993547,0.800983673,0.73880092,0.927181676,0.706146086,1.022779851,0.838948031,0.986616504,1.266892609,1.349521883,1.247912466,1.173941806,1.22586977,1.328796401,1.356276275,1.24343861,1.163872138,1.22641241,0.964272435,1.107778913,1.08866778,1.170108988,1.235488987,1.022673784,1.094474406,1.136773895,1.134442849,0.925706202,1.195661085,1.094930583,1.105555794,0.913252212,0.935277082,1.18393621,1.008928736,1.077211606,1.033964731,0.921596094,0.971617797,1.216114263,0.993419773,1.088402807,0.809541328,1.135959226,1.140701871,0.871816181,1.04359314
A,1.089829185,0.953373158,1.065941342,1.068331524,0.970036401,1.102317047,1.063913823,1.068331524,0.982860568,1.134642888,1.052500388,1.054323327,0,0.970778945,1.108276879,1.053236513,0.971674934,1.049831262,0.907058887,1.04723465,1.139925779,0.953761757,0.941168442,1.037397753,1.055908575,1.03486643,1.004108511,0.968163051,1.021364856,1.070671163,0.931635947,1.07240759,0.907184664,1.00358462,1.007250716,1.008217956,1.124839425,1.024865941,1.045932024,1.01884199,1.095453708,0.873387824,1.024110517,0.959659337,1.123022707,0.986910851,0.892497542,0.971864567,1.001708819,1.005349812,1.05554232,1.060789644,0.793092086,0.956048922,0.94257339,1.093683534,1.01581418,0.942934346,0.995192454,1.073913333
A,0.939415302,0.994472418,1.022359311,0.884110211,0.921431556,0.947993555,1.008829649,0.884110211,1.04097721,0.996798463,0.994684317,0.950993547,0.970778945,0,1.003828536,0.929554273,0.954504681,0.964062286,1.043369185,0.751424325,1.038720724,1.080147462,1.119527925,1.1380584,1.086871909,1.070644741,1.132699635,1.155415105,1.129325672,1.067319663,1.091465488,0.984235088,1.062970854,1.044150467,1.04782438,1.078928277,0.996421133,1.011521702,0.944330998,1.035116887,1.029322456,1.041643786,1.029611206,1.06531806,1.014054871,0.836896887,1.092964994,0.983434474,1.006804189,1.025258564,1.039337889,1.046933907,0.940570063,1.057059179,0.99717714,1.01600687,1.062390375,0.937474695,1.035367525,1.067058138
A,0.711472599,0.901104136,0.819158244,0.861250012,0.835737721,0.875609542,0.938073116,0.861250012,0.93963499,0.769628823,0.969347505,0.800983673,1.108276879,1.003828536,0,0.787191281,0.934803084,0.830633722,0.918553617,0.948148261,0.972016887,1.155965279,1.294485322,1.121560205,1.159592047,1.134339105,1.201385147,1.275233915,1.150042016,1.111305282,1.208568219,0.974844407,1.046959842,1.004206323,1.141646802,1.170386099,1.042449167,1.014678682,1.08630956,1.098697424,0.891458624,1.113338616,1.103901095,1.126909328,0.971749362,1.002277671,1.169749411,1.025988797,1.05617907,1.063195242,1.001748976,1.119637654,1.114907592,0.911133393,0.99278282,0.922214824,1.142105627,1.146364259,1.003557594,1.015344913
A,0.774621086,1.004232704,0.766654128,0.82811303,0.874578214,0.848613767,0.94737088,0.82811303,0.969267998,0.83420907,0.972970526,0.73880092,1.053236513,0.929554273,0.787191281,0,0.944378558,0.83154579,1.047245785,0.850394403,1.023893007,1.161630496,1.274696207,1.103249555,1.154513443,1.187721885,1.251507056,1.233547178,1.16439833,1.110716023,1.173150138,0.962997866,1.083718087,1.072109943,1.094705033,1.134832493,1.074972829,0.992085835,1.066848594,1.007739,0.937064436,1.150307238,1.063112093,1.123640644,0.974292477,0.88864616,1.182858945,1.022760819,1.083391038,1.068285864,1.024549027,1.056281279,1.190417443,1.032719125,0.938218679,0.927297923,1.163005646,1.099827868,0.980397455,1.032713109
A,1.020032906,0.930364771,0.996976776,0.933588538,0.967316288,1.044126541,0.984955855,0.933588538,0.962373465,1.008950187,1.078152356,0.927181676,0.971674934,0.954504681,0.934803084,0.944378558,0,0.977088133,1.022019702,0.968253037,1.066710972,1.023761913,1.030048261,1.075386191,1.102705786,1.04188139,1.072299616,1.04592623,1.05058896,1.041195201,1.064279884,1.070957309,1.017332541,1.053737624,1.074470914,1.086919732,0.962061249,0.93760544,1.04455449,1.004858487,1.007315434,1.051297619,1.054301097,1.068989893,1.057741411,0.982372547,1.053858965,1.002396358,1.021432457,1.054682237,1.041677558,1.068042435,1.032529406,1.039181171,0.948167035,1.041181367,1.016312021,0.887742255,1.00968106,1.078754733
A,0.719137437,0.997835619,0.781621784,0.786956727,0.840125419,0.816003002,0.810138422,0.786956727,0.876277148,0.749306462,0.879022375,0.706146086,1.049831262,0.964062286,0.830633722,0.83154579,0.977088133,0,0.979121955,0.936999696,0.998416992,1.278296342,1.315635789,1.264966708,1.177112574,1.220712286,1.285870614,1.349606428,1.230563259,1.147524378,1.227531466,0.987812685,1.085379473,1.068652162,1.204250316,1.216626244,1.045260911,1.076637308,1.176442788,1.190519286,0.832657272,1.138367146,1.054450599,1.090321783,0.895437756,0.989655497,1.052300028,0.962854629,1.018146103,0.995391934,0.97641235,1.05176309,1.223143669,0.969207769,0.978942355,0.850469463,1.142626806,1.127574953,0.86969603,0.979128625
A,0.990938014,0.964609513,1.065649456,1.008165452,0.967176599,1.026738399,1.047075409,1.008165452,0.863202675,0.922095788,0.957286739,1.022779851,0.907058887,1.043369185,0.918553617,1.047245785,1.022019702,0.979121955,0,1.068878555,1.063620848,1.096453327,1.037454463,1.095838094,1.035013214,1.069061382,1.086450397,1.08546605,1.094552667,1.120822787,1.008227557,1.015093482,1.065744664,1.030847856,1.035556759,1.012283001,1.070335518,1.085158353,1.018207682,1.043185492,1.069255558,0.954656298,1.032757237,1.040058361,1.036981225,1.061009726,0.955691149,0.956645765,1.018093406,1.05092572,1.034796519,0.950325443,1.051860401,0.821358325,1.072074662,1.008824153,0.9158857,1.022568341,1.065024271,0.939548414
A,0.880763148,0.945471479,0.801649342,0.820313285,0.971366192,0.848084084,0.898903079,0.820313285,0.930763774,0.917363667,0.863749239,0.838948031,1.04723465,0.751424325,0.948148261,0.850394403,0.968253037,0.936999696,1.068878555,0,1.105411026,1.197592493,1.176272824,1.200756005,1.199174955,1.159900594,1.203311448,1.21387877,1.194255191,1.131408097,1.1290248,1.039668987,1.096359254,1.054909008,1.176939219,1.108015593,1.108930768,1.088968121,1.11031025,1.148044936,0.968281656,1.07031604,1.040591322,1.079807475,0.925923349,0.85661422,1.059732351,0.971197085,1.044107935,1.007925608,0.940777519,1.026627737,1.004943856,1.015809056,1.088865658,0.820540062,1.071044779,1.007587984,1.001542031,1.020077345
B,0.991756381,1.10564456,1.061373417,1.046941522,0.973732243,0.969366939,1.061239737,1.046941522,1.035117395,0.926910322,1.042825684,0.986616504,1.139925779,1.038720724,0.972016887,1.023893007,1.066710972,0.998416992,1.063620848,1.105411026,0,1.033061739,0.970687411,0.865470305,0.876728073,0.950990862,0.991033087,0.986566122,0.877443687,0.575681866,0.89322773,0.972045881,1.005893066,0.856955486,0.984691573,0.998509972,0.92100413,0.887922253,0.986970611,0.835430795,1.067889064,1.188893404,1.105075686,1.138082543,1.005493914,1.166068921,1.143970521,1.086800636,1.091115614,1.114750043,1.053522313,1.072093364,1.170738021,1.022484182,1.190467127,0.997704466,1.120604766,1.056883391,1.109088221,1.087298775
B,1.307609877,1.120158921,1.202959859,1.254174324,1.159888111,1.23317633,1.225011768,1.254174324,1.247697972,1.377549927,1.161106301,1.266892609,0.953761757,1.080147462,1.155965279,1.161630496,1.023761913,1.278296342,1.096453327,1.197592493,1.033061739,0,0.670835798,0.695540701,0.727843908,0.688204442,0.620009624,0.601091938,0.540769119,0.839412858,0.761760032,1.056692449,0.887616971,0.93746944,0.747507502,0.707934239,0.90797761,0.842414138,0.764604134,0.914217002,1.200206823,0.912665475,1.05665328,1.038924098,1.228004601,1.071165009,0.983695344,1.110087253,1.077260486,1.066631658,1.143224531,1.058455909,0.858590526,1.110635847,1.009222743,1.258840918,0.991688527,0.939020742,1.091653353,1.122609618
B,1.403504876,1.096076143,1.237846899,1.362323107,1.246813354,1.370513135,1.214650158,1.362323107,1.164126587,1.470212548,1.160884265,1.349521883,0.941168442,1.119527925,1.294485322,1.274696207,1.030048261,1.315635789,1.037454463,1.176272824,0.970687411,0.670835798,0,0.725540212,0.688412399,0.657897527,0.599299465,0.453309051,0.61553855,0.756355705,0.609917666,0.984769712,0.840123161,0.888909337,0.695077942,0.624826094,0.871612346,0.910303275,0.771769305,0.759698565,1.296341659,0.85938227,1.071551875,1.027484613,1.205078438,1.127108768,0.88978514,1.059561596,1.033780182,1.022621861,1.180472156,1.044716049,0.842141556,1.120428676,0.993124081,1.277274131,0.965514316,0.953263296,1.105773417,1.13811763
B,1.279185048,1.107595306,1.080177676,1.248400456,1.203781841,1.306195029,1.198375489,1.248400456,1.204329858,1.333494727,1.162617536,1.247912466,1.037397753,1.1380584,1.121560205,1.103249555,1.075386191,1.264966708,1.095838094,1.200756005,0.865470305,0.695540701,0.725540212,0,0.738730068,0.70389612,0.638934825,0.614361898,0.658619035,0.707617245,0.654481345,1.069891113,0.947847281,0.777184261,0.86557695,0.823696452,0.864231787,0.925946252,0.764335142,0.782794154,1.261817267,0.951524375,1.096049144,1.040269251,1.244409777,1.112869766,0.894727086,1.077241676,1.081059591,1.099719208,1.155849488,1.021417225,0.919523362,1.16030291,0.990067318,1.225204342,0.981989929,1.033551711,1.066716901,1.093024248
B,1.237900306,1.081503379,1.171865644,1.260021921,1.164480131,1.249289623,1.176520637,1.260021921,1.168676279,1.224812308,1.115042163,1.173941806,1.055908575,1.086871909,1.159592047,1.154513443,1.102705786,1.177112574,1.035013214,1.199174955,0.876728073,0.727843908,0.688412399,0.738730068,0,0.775983815,0.659778742,0.587313533,0.633792229,0.791359345,0.617576872,0.941068505,0.897289036,0.907188232,0.733215582,0.860638604,0.740077808,0.818804616,0.83015618,0.739349058,1.199831899,1.014227503,1.111380949,1.078662588,1.123113388,1.10460549,1.055635183,1.163365486,1.140545507,1.087889449,1.138956614,1.070655359,1.004028433,1.178219936,1.103382264,1.198819983,1.070153166,1.061452702,1.135786083,1.113163701
B,1.311488642,1.125089897,1.171407271,1.225830301,1.154468927,1.230989027,1.18404003,1.225830301,1.181887711,1.302775579,1.133386065,1.22586977,1.03486643,1.070644741,1.134339105,1.187721885,1.04188139,1.220712286,1.069061382,1.159900594,0.950990862,0.688204442,0.657897527,0.70389612,0.775983815,0,0.653031502,0.621210977,0.713696764,0.874148673,0.763233215,0.955753351,0.900359185,0.963319626,0.758839643,0.723173153,0.901979652,0.812801318,0.664228481,0.782271358,1.230069568,0.971242471,1.075201261,1.05603324,1.181622376,1.128173013,1.043617683,1.061166343,1.100769401,1.045010242,1.165697077,1.069920598,0.943823198,1.130558939,1.023243393,1.212370226,1.022451813,1.023791845,1.136372377,1.140121277
B,1.336570078,1.116005959,1.209271508,1.327556596,1.175348745,1.257843737,1.20878913,1.327556596,1.167852678,1.40002865,1.174578251,1.328796401,1.004108511,1.132699635,1.201385147,1.251507056,1.072299616,1.285870614,1.086450397,1.203311448,0.991033087,0.620009624,0.599299465,0.638934825,0.659778742,0.653031502,0,0.66154967,0.698709057,0.780226645,0.637630674,1.011400439,0.914058045,0.970490209,0.782217356,0.770595781,0.819137678,0.910449327,0.648530208,0.762962394,1.182283863,0.909024917,1.01993187,1.058333996,1.136381627,1.104671121,0.907604675,1.111149824,1.122745416,1.051843695,1.055636871,1.057510466,0.885574104,1.145195504,1.017988486,1.22628189,0.990662591,0.974185329,1.101894694,1.112179359
B,1.406239578,1.121521201,1.268697666,1.341595689,1.239799796,1.385886088,1.25342199,1.341595689,1.205838803,1.460890856,1.190635244,1.356276275,0.968163051,1.155415105,1.275233915,1.233547178,1.04592623,1.349606428,1.08546605,1.21387877,0.986566122,0.601091938,0.453309051,0.614361898,0.587313533,0.621210977,0.66154967,0,0.606467072,0.814121103,0.610402444,1.114347062,0.820073866,0.915861631,0.670756962,0.692742315,0.759600386,0.883176155,0.742100782,0.73418312,1.258801759,0.877609175,1.048399558,1.031075538,1.228739988,1.110518834,0.940397898,1.105071034,1.06269509,1.023754216,1.177190986,1.019549666,0.8644088,1.13477026,0.993618348,1.255188898,0.900703428,0.954541037,1.087228578,1.105951215
B,1.321880896,1.063248844,1.223770911,1.258532575,1.238529677,1.283663488,1.179266343,1.258532575,1.1817342,1.327223837,1.131607122,1.24343861,1.021364856,1.129325672,1.150042016,1.16439833,1.05058896,1.230563259,1.094552667,1.194255191,0.877443687,0.540769119,0.61553855,0.658619035,0.633792229,0.713696764,0.698709057,0.606467072,0,0.731577779,0.789992157,1.076800993,0.935589394,0.806803093,0.779595757,0.638570551,0.938076145,0.897182287,0.843171601,0.873516506,1.255857366,0.975171114,1.046715909,1.063450967,1.196731191,1.107852018,1.008555641,1.094236311,1.118475221,1.074714911,1.130270152,1.029012141,0.899648988,1.124704879,1.059985974,1.201151752,1.029464919,1.010887524,1.109125953,1.115276076
B,1.209250832,1.087833841,1.19491979,1.203033849,1.148509811,1.201499787,1.130029591,1.203033849,1.154980676,1.160935331,1.117570412,1.163872138,1.070671163,1.067319663,1.111305282,1.110716023,1.041195201,1.147524378,1.120822787,1.131408097,0.575681866,0.839412858,0.756355705,0.707617245,0.791359345,0.874148673,0.780226645,0.814121103,0.731577779,0,0.881894354,1.012508709,0.960869765,0.75389084,0.904508126,0.840318282,0.98075421,0.901835017,0.901457465,0.887594013,1.128795707,1.008247229,1.059678827,1.067472965,1.123247103,1.121303066,1.026743722,1.065173316,1.042053863,1.098598124,1.094662008,1.010435886,1.000448596,1.128828822,1.048487139,1.141970012,0.996626795,0.985714045,1.066912089,1.107181054
B,1.321790836,1.036617286,1.188250265,1.279077769,1.17832515,1.308613813,1.186254077,1.279077769,1.102984469,1.339972601,1.109331049,1.22641241,0.931635947,1.091465488,1.208568219,1.173150138,1.064279884,1.227531466,1.008227557,1.1290248,0.89322773,0.761760032,0.609917666,0.654481345,0.617576872,0.763233215,0.637630674,0.610402444,0.789992157,0.881894354,0,1.001044766,0.837921139,0.879842929,0.763873633,0.881489113,0.8340288,0.93603985,0.760206456,0.689487023,1.248485283,1.00165282,1.07148761,1.050695977,1.179694775,1.054607755,0.979335891,1.120836347,1.076511747,1.075793571,1.165567327,1.021419277,0.93360684,1.174175594,1.061963151,1.220024745,1.00900363,0.995264134,1.122476689,1.146632102
B,0.776479154,1.018879613,0.976140348,0.97831132,0.973377348,0.972902004,0.956007273,0.97831132,0.995790298,0.968857134,1.009890311,0.964272435,1.07240759,0.984235088,0.974844407,0.962997866,1.070957309,0.987812685,1.015093482,1.039668987,0.972045881,1.056692449,0.984769712,1.069891113,0.941068505,0.955753351,1.011400439,1.114347062,1.076800993,1.012508709,1.001044766,0,0.862827247,1.052369128,1.021058119,1.005365259,0.999843599,0.854904487,0.959354643,0.833996425,0.995117692,1.148323234,1.12130195,1.057890043,1.046515345,1.090961369,1.163533316,1.044862523,1.085335812,1.028725382,1.040186405,1.11504511,1.066090508,1.016826239,1.062128416,1.013922722,1.143619792,1.124078874,1.056585481,1.101253272
B,1.107071789,1.00328853,1.048067039,1.08554359,1.132374156,1.080096096,0.985358936,1.08554359,1.025123649,1.145350466,1.107335787,1.107778913,0.907184664,1.062970854,1.046959842,1.083718087,1.017332541,1.085379473,1.065744664,1.096359254,1.005893066,0.887616971,0.840123161,0.947847281,0.897289036,0.900359185,0.914058045,0.820073866,0.935589394,0.960869765,0.837921139,0.862827247,0,1.032404778,0.857621769,0.951552599,0.83764862,0.835522234,0.965801234,0.980916074,1.115937431,1.045269104,1.103374921,1.093667133,1.097808033,1.099163865,1.054940595,1.066165151,1.031740485,1.069765201,1.135884146,1.145283009,0.764384148,1.036566127,1.039369734,1.13928559,1.068913219,1.072509053,1.087101022,1.107222066
B,1.088029202,0.953538182,1.067250626,1.091303267,1.076642405,1.098834672,1.067836866,1.091303267,1.079885065,1.121875194,0.995917775,1.08866778,1.00358462,1.044150467,1.004206323,1.072109943,1.053737624,1.068652162,1.030847856,1.054909008,0.856955486,0.93746944,0.888909337,0.777184261,0.907188232,0.963319626,0.970490209,0.915861631,0.806803093,0.75389084,0.879842929,1.052369128,1.032404778,0,0.996287587,0.895703181,0.973891924,1.018350287,1.002286159,0.974119929,1.138327503,1.052279256,1.012178457,1.08221887,1.093624171,1.087929945,1.006196106,1.034539914,1.066744579,1.067127812,1.081548843,0.962563601,0.996404329,1.048867469,1.060228896,1.095114618,1.067724615,1.029158734,1.090015732,1.091784201
B,1.23026518,0.969826679,1.177801948,1.192712333,1.147079389,1.216772309,1.180047631,1.192712333,1.055618987,1.16429204,1.142725034,1.170108988,1.007250716,1.04782438,1.141646802,1.094705033,1.074470914,1.204250316,1.035556759,1.176939219,0.984691573,0.747507502,0.695077942,0.86557695,0.733215582,0.758839643,0.782217356,0.670756962,0.779595757,0.904508126,0.763873633,1.021058119,0.857621769,0.996287587,0,0.828228838,0.781424084,0.87421251,0.906225728,0.842492204,1.121597011,1.03090314,1.042221131,0.993461324,1.113797803,1.075381124,1.073987374,1.098025993,1.030795123,1.11405793,1.097430004,1.06662793,1.011322039,1.121815782,1.090720584,1.181896042,1.006332089,1.067594926,1.136069703,1.113022615
B,1.276053986,1.067260882,1.155772112,1.229038777,1.101387442,1.25865621,1.084382269,1.229038777,1.135291584,1.272763214,1.086653452,1.235488987,1.008217956,1.078928277,1.170386099,1.134832493,1.086919732,1.216626244,1.012283001,1.108015593,0.998509972,0.707934239,0.624826094,0.823696452,0.860638604,0.723173153,0.770595781,0.692742315,0.638570551,0.840318282,0.881489113,1.005365259,0.951552599,0.895703181,0.828228838,0,1.03237782,0.986292213,0.865415163,0.900108051,1.198039438,0.95117438,0.989359518,1.047199535,1.158685209,1.086008254,0.985895949,1.091032032,1.061124415,0.997640481,1.10457456,1.005435382,0.866234967,1.149825545,1.056835322,1.132431898,1.022531016,0.891444535,1.076049565,1.102771525
B,1.078677334,1.067958394,1.078971933,1.059215653,1.062172334,1.01830298,1.094037786,1.059215653,1.099855318,1.102936466,1.101167444,1.022673784,1.124839425,0.996421133,1.042449167,1.074972829,0.962061249,1.045260911,1.070335518,1.108930768,0.92100413,0.90797761,0.871612346,0.864231787,0.740077808,0.901979652,0.819137678,0.759600386,0.938076145,0.98075421,0.8340288,0.999843599,0.83764862,0.973891924,0.781424084,1.03237782,0,0.908616348,0.993086775,0.738846236,1.053948802,1.08032496,1.116977753,1.081640028,1.117139792,1.081697538,1.095107658,1.116229841,1.104797379,1.127133785,1.093992866,1.099221091,1.068271869,1.126109771,1.085401701,1.135988324,1.07266527,1.126383918,1.07642972,1.071917906
