Author,A_1,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_2,A_20,A_3,A_4,A_5,A_6,A_7,A_8,A_9,B_1,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_2,B_20,B_3,B_4,B_5,B_6,B_7,B_8,B_9,C_1,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_2,C_20,C_3,C_4,C_5,C_6,C_7,C_8,C_9
A,0.882853461,0.998999057,1.03088407,0.931262467,0.922251054,0.986791279,1.005623249,0.937122317,0.921897002,1.030712777,0.896284828,0.865523804,0.92288263,0.941401438,0,0.930342331,0.94068598,0.977024958,1.001136148,0.937525711,1.045618553,1.15797505,1.182007477,1.08425868,1.078063108,1.136291792,1.152755604,1.100015967,1.083109152,1.183127516,1.063786908,1.018954738,1.07390945,1.102888177,0.171982408,1.089315645,1.097586463,1.130450596,1.158956579,1.09372064,1.017534167,1.13136848,1.157335717,1.058740827,1.050484412,1.111656408,1.128885018,1.07295751,1.05574992,1.158474947,1.035280554,0.992264774,1.048314444,1.077005467,0.14304911,1.062889696,1.070786452,1.103038759,1.135353865,1.066598245
A,0.944192073,0.979791136,1.007857103,0.947034131,0.916175502,0.943687367,0.97920907,1.017045664,0.976739944,0.96502184,0.849045309,0.889118462,1.060230701,0.868201519,0.930342331,0,0.974132933,0.997352796,0.912175932,0.915823434,1.096609131,1.129340199,1.150293643,1.090623227,1.062549506,1.084494717,1.117866919,1.168143696,1.127770028,1.110273344,1.007507257,1.033207247,1.202057712,1.021739832,1.079847867,0.171838548,1.120932556,1.141435647,1.0616305,1.062693577,1.08336381,1.116890714,1.13904694,1.079097805,1.048992498,1.072790922,1.106915088,1.156771975,1.115485307,1.09851557,0.99348138,1.020470021,1.1921516,1.00844139,1.066606271,0.145175833,1.108286577,1.127630777,1.049736194,1.049563005
A,0.980803586,0.95672697,0.815237523,0.967748047,0.964775323,1.028694952,1.070285575,0.846832573,1.002094164,0.932473048,0.979579968,0.973956792,0.859325309,0.970208256,0.94068598,0.974132933,0,0.961839966,0.978531735,0.977472778,1.133645348,1.107248022,0.962438552,1.111771646,1.112002233,1.169557905,1.208196177,1.003068857,1.153666849,1.071545836,1.136196086,1.118379888,1.001986311,1.122106799,1.090802267,1.123300223,0.167802563,1.106791416,1.127866551,1.12481516,1.109456003,1.083634803,0.93853534,1.090015707,1.087460114,1.148571748,1.188288261,0.9780911,1.13055456,1.049131265,1.111907061,1.095788046,0.978580245,1.100248166,1.066734295,1.100823486,0.140036599,1.082786497,1.106807987,1.101043434
A,0.944853462,0.930645929,0.97327738,0.983782829,0.968443413,0.840129444,0.940212986,0.959465492,0.851512985,0.977293481,0.978478489,0.959273795,0.950857325,0.95895145,0.977024958,0.997352796,0.961839966,0,1.010238033,0.965439668,1.110258449,1.093427653,1.128638899,1.139076103,1.12747253,0.993746561,1.091325596,1.125005334,1.016550046,1.131418563,1.147623308,1.115318769,1.104882433,1.123220812,1.138589469,1.157855073,1.121408071,0.160250962,1.171089591,1.124624128,1.074837294,1.058727343,1.096126866,1.107200389,1.092217435,0.960176347,1.05956025,1.090602263,0.980804684,1.099216303,1.112014816,1.082158661,1.072533312,1.0901399,1.103761815,1.124991221,1.087351256,0.132134335,1.140191047,1.090173604
A,0.893636292,0.875123733,0.996921025,0.928769529,0.96625383,0.910061461,0.918322971,0.908072669,0.948887709,0.928191976,0.96861295,0.964206077,0.96322987,0.947416894,1.001136148,0.912175932,0.978531735,1.010238033,0,0.868324156,1.056627366,1.035568238,1.149064855,1.082109345,1.122480716,1.060458572,1.067143868,1.072039237,1.110187777,1.074918683,1.13499061,1.117487789,1.114540358,1.109086843,1.159530612,1.071905306,1.134961058,1.163846938,0.171312017,1.025140721,1.056610458,1.035577525,1.150488883,1.083215268,1.121245213,1.060952054,1.067816577,1.072791223,1.111119929,1.075301821,1.135913737,1.118168954,1.115983765,1.111723793,1.159502889,1.072760084,1.13530304,1.162479116,0.146425113,1.024876898
A,0.99637852,0.931270539,0.939837105,0.961539641,0.920739238,0.959834954,0.96798261,0.881670227,0.996188323,0.978510133,0.978977279,0.993205438,0.875430959,0.966276271,0.937525711,0.915823434,0.977472778,0.965439668,0.868324156,0,1.163724352,1.096434958,1.098180392,1.119429693,1.082005545,1.114771078,1.120865165,1.051629935,1.162362074,1.132278492,1.150597285,1.151388351,1.03176718,1.132778607,1.102014276,1.080649401,1.139054644,1.124274904,1.033414247,0.165784547,1.135975333,1.069073241,1.072323883,1.094275509,1.05416617,1.08963802,1.096325237,1.023624833,1.13564304,1.10695737,1.122630505,1.125551,1.005311615,1.10745557,1.074351455,1.053848262,1.112214187,1.09667799,1.00584433,0.137766174
B,0.179082906,1.106485166,1.136996291,1.013792939,1.120561966,1.148099607,1.104806813,1.094832617,1.163925771,1.188219656,1.120691309,1.04656909,1.106079051,1.038349439,1.045618553,1.096609131,1.133645348,1.110258449,1.056627366,1.163724352,0,0.921749832,0.958689814,0.837866513,0.94052665,0.974264108,0.932964003,0.905974602,0.976930826,1.006518687,0.927058647,0.869724414,0.93149693,0.852378688,0.86224858,0.912464285,0.95092978,0.932590606,0.873439762,0.982774414,0.187309916,1.11075013,1.139832093,1.018036819,1.124100981,1.1529364,1.108649727,1.098196347,1.16870598,1.184830314,1.123871039,1.050924324,1.11178305,1.042928308,1.049367951,1.100135508,1.135728328,1.113247337,1.061964784,1.167366385
B,1.106602934,0.173137012,1.13888939,1.14071236,1.112172546,1.138411735,1.079467719,1.089812678,1.026880901,1.033164793,1.03302713,1.183579772,1.093967979,1.14683328,1.15797505,1.129340199,1.107248022,1.093427653,1.035568238,1.096434958,0.921749832,0,0.963373782,0.965838085,0.935027679,0.967437477,0.910774011,0.904091418,0.844087692,0.863390752,0.844249132,1.008947162,0.922208578,0.961292063,0.975992516,0.947342033,0.927984698,0.918684436,0.855601368,0.918689695,1.114051997,0.181741489,1.145034057,1.148635055,1.119113294,1.146481042,1.086600084,1.096780947,1.034876788,1.040906478,1.040815408,1.191750171,1.102818976,1.155268472,1.163775226,1.136051458,1.113150347,1.099894849,1.044088815,1.103707982
B,1.148788368,1.150315057,0.15952304,1.133671413,1.125977907,1.109864486,1.080995597,0.976982552,1.185921811,1.030434154,1.168981438,1.170333405,1.04571206,1.086903591,1.182007477,1.150293643,0.962438552,1.128638899,1.149064855,1.098180392,0.958689814,0.963373782,0,0.954338706,0.944187935,0.934632528,0.907864351,0.789322483,0.996914844,0.855920772,0.97250043,0.99118188,0.869453939,0.897975219,0.994952074,0.963076396,0.781520611,0.949163492,0.962873421,0.915753493,1.146365895,1.148465833,0.166123378,1.132367495,1.123622742,1.108783567,1.079232421,0.975501789,1.184600983,1.028913282,1.16529163,1.169281673,1.044737635,1.08538406,1.178080325,1.147307834,0.961381381,1.125663924,1.149735769,1.096153
B,1.019755691,1.145867207,1.127607263,0.159067995,1.095690383,1.158190803,1.075378729,1.093504937,1.15498549,1.174022953,1.057386608,1.030355816,1.096813552,1.083770044,1.08425868,1.090623227,1.111771646,1.139076103,1.082109345,1.119429693,0.837866513,0.965838085,0.954338706,0,0.920574957,0.989042568,0.90870026,0.909825278,0.973189506,1.006241589,0.870307894,0.858460572,0.927052516,0.901835762,0.905394392,0.911639592,0.934476252,0.966188165,0.903620905,0.943648386,1.030822443,1.156743215,1.136900678,0.167515672,1.10578647,1.169350478,1.085474451,1.103669253,1.166476695,1.185992967,1.068203132,1.041043112,1.108738823,1.095289306,1.094099315,1.100827324,1.120695628,1.148078802,1.094597283,1.129705898
B,1.11046522,1.102054821,1.104954829,1.080542918,0.164832902,1.116507766,1.175865408,1.104007856,1.113736617,1.152645066,0.87521542,1.128839306,1.141037235,1.116810036,1.078063108,1.062549506,1.112002233,1.12747253,1.122480716,1.082005545,0.94052665,0.935027679,0.944187935,0.920574957,0,0.959520375,1.019253336,0.932838644,0.945024296,0.992559361,0.7049215,0.968594062,0.98321532,0.946784121,0.911812085,0.896705389,0.947037269,0.966779913,0.955968201,0.918744511,1.112763512,1.104733518,1.10658176,1.083425409,0.172179117,1.11969032,1.178077463,1.105642756,1.116795723,1.152509663,0.879512941,1.131951894,1.145725797,1.11996927,1.079842593,1.064780845,1.112885761,1.128769611,1.127268029,1.08440171
B,1.147979182,1.138162904,1.098475519,1.153249569,1.125509942,0.152695871,1.060302649,1.177346107,0.959525126,1.006934973,1.144099548,1.147179017,1.110598381,1.084778741,1.136291792,1.084494717,1.169557905,0.993746561,1.060458572,1.114771078,0.974264108,0.967437477,0.934632528,0.989042568,0.959520375,0,0.902414489,1.000881411,0.788774799,0.848745385,0.964876827,0.983614522,0.949598329,0.912119273,0.965886081,0.914793975,1.00010145,0.830324018,0.891421699,0.948065763,1.160788637,1.151352263,1.110262863,1.16648852,1.137665928,0.161154595,1.0725779,1.188900474,0.97291981,1.020536566,1.156337536,1.160488342,1.124927542,1.098666058,1.147770658,1.097050041,1.17979174,1.006465964,1.074935379,1.127309271
B,1.112963743,1.087537418,1.077478703,1.078073387,1.191479895,1.068305559,0.149413367,1.124001863,1.056729904,1.028299952,1.148073637,1.086833969,1.087058563,1.124630895,1.152755604,1.117866919,1.208196177,1.091325596,1.067143868,1.120865165,0.932964003,0.910774011,0.907864351,0.90870026,1.019253336,0.902414489,0,0.942305318,0.878552812,0.862083136,0.962000774,0.917296305,0.9198922839399299,0.944479397,0.9756508,0.940925789,1.031564912,0.921251246,0.891559075,0.947751428,1.118399128,1.09333671,1.082350297,1.083946023,1.196086876,1.074186808,0.156682386,1.128578431,1.062809168,1.033167606,1.152523249,1.092786682,1.093937859,1.130998014,1.156685842,1.122724098,1.210546135,1.0959544,1.074188677,1.126142014
B,1.109425236,1.104101846,0.978918,1.101615307,1.127867922,1.189412781,1.128695356,0.18092196,1.171198085,1.127571609,1.172304364,1.138785856,1.09259459,1.168555975,1.100015967,1.168143696,1.003068857,1.125005334,1.072039237,1.051629935,0.905974602,0.904091418,0.789322483,0.909825278,0.932838644,1.000881411,0.942305318,0,0.968692072,0.929977414,0.961712742,0.946807707,0.903491179,0.964110076,0.900677536,0.967142275,0.808089423,0.932525264,0.873460598,0.856170408,1.10673463,1.101850792,0.977061408,1.0997998,1.125072898,1.188298088,1.126417557,0.188140057,1.169394535,1.11599146,1.168114039,1.13719725,1.091872305,1.166800515,1.096657812,1.16456247,1.000916951,1.12164601,1.071016875,1.049341852
B,1.163505907,1.026279681,1.174283523,1.149296977,1.123285877,0.959458502,1.047820113,1.157326357,0.176472389,1.037707115,1.094330251,1.125683938,1.121847475,1.096781468,1.083109152,1.127770028,1.153666849,1.016550046,1.110187777,1.162362074,0.976930826,0.844087692,0.996914844,0.973189506,0.945024296,0.788774799,0.878552812,0.968692072,0,0.866235729,0.903104196,0.95020259,0.948967416,0.911248076,0.901009815,0.944658485,0.972298915,0.840980881,0.928084133,0.983185047,1.173896812,1.037257065,1.183110431,1.160292532,1.133218608,0.969645257,1.057965145,1.166747271,0.18579338,1.047852041,1.104719532,1.136693257,1.134125361,1.108326145,1.092954619,1.137648071,1.161900115,1.026829855,1.123119093,1.172470382
B,1.182141984,1.03471759,1.019597045,1.172205217,1.160000998,1.009531791,1.020785382,1.106197011,1.039262416,0.158407944,1.192364248,1.169236109,1.049739407,1.123084318,1.183127516,1.110273344,1.071545836,1.131418563,1.074918683,1.132278492,1.006518687,0.863390752,0.855920772,1.006241589,0.992559361,0.848745385,0.862083136,0.929977414,0.866235729,0,1.010545733,1.004071051,0.887293691,0.947952702,1.010521426,0.938410849,0.902601899,0.965962499,0.90414437,0.963967556,1.189011419,1.042297374,1.026694073,1.179990829,1.166455731,1.016762176,1.027830517,1.11274574,1.047056342,0.160482292,1.198116327,1.177139056,1.057735011,1.131223217,1.188394702,1.116921385,1.077808009,1.137271819,1.083844414,1.139198564
B,1.129365186,1.04237782,1.164742144,1.060263321,0.899175084,1.151886107,1.147475833,1.166602625,1.103691576,1.195934755,0.189384681,1.061056435,1.201141086,1.078464194,1.063786908,1.007507257,1.136196086,1.147623308,1.13499061,1.150597285,0.927058647,0.844249132,0.97250043,0.870307894,0.7049215,0.964876827,0.962000774,0.961712742,0.903104196,1.010545733,0,0.8707001,1.013221341,0.877461541,0.866255362,0.811665193,0.939731447,0.956320464,0.936885225,0.955986992,1.12716225,1.040756395,1.161612396,1.058893098,0.898211169,1.151129648,1.145691564,1.16307215,1.102318573,1.196560155,0.196896702,1.059748002,1.202534036,1.077052988,1.061439701,1.005866057,1.132437007,1.144570499,1.135564063,1.148500492
B,1.042759866,1.180374756,1.156540373,1.021109056,1.134868595,1.144271337,1.075718544,1.122172599,1.122705959,1.164827569,1.048313439,0.159265335,1.13923961,0.981577838,1.018954738,1.033207247,1.118379888,1.115318769,1.117487789,1.151388351,0.869724414,1.008947162,0.99118188,0.858460572,0.968594062,0.983614522,0.917296305,0.946807707,0.95020259,1.004071051,0.8707001,0,0.977927335,0.811036424,0.849869211,0.864431224,0.949682602,0.951127172,0.947391138,0.984215832,1.054730314,1.192215791,1.166504918,1.032744191,1.145708248,1.156304455,1.086742044,1.133024971,1.135135364,1.176285688,1.060270571,0.167885471,1.152730874,0.993844173,1.030583213,1.04489467,1.128169018,1.125518148,1.131557196,1.162516831
B,1.098754513,1.086565121,1.026155092,1.084661299,1.143383871,1.104114685,1.072518594,1.071255704,1.115140035,1.040247507,1.187183497,1.135775512,0.15486465,1.111536616,1.07390945,1.202057712,1.001986311,1.104882433,1.114540358,1.03176718,0.93149693,0.922208578,0.869453939,0.927052516,0.98321532,0.949598329,0.9198922839399299,0.903491179,0.948967416,0.887293691,1.013221341,0.977927335,0,0.944180401,0.910229504,1.035360072,0.841784318,0.946714668,0.950641641,0.871206559,1.121919081,1.109795662,1.0482208,1.107360732,1.165088317,1.12662038,1.094074845,1.094230371,1.138996805,1.063230668,1.209339903,1.158649012,0.164941866,1.135745643,1.096026785,1.2235729,1.024695408,1.125930747,1.14002115,1.054339361
B,1.052116271,1.158689923,1.08685838,1.090487964,1.138730102,1.097006183,1.127970716,1.167181809,1.110067231,1.12876585,1.083006594,0.999368907,1.13034418,0.177962118,1.102888177,1.021739832,1.122106799,1.123220812,1.109086843,1.132778607,0.852378688,0.961292063,0.897975219,0.901835762,0.946784121,0.912119273,0.944479397,0.964110076,0.911248076,0.947952702,0.877461541,0.811036424,0.944180401,0,0.906610149,0.827343325,0.927704409,0.933754728,0.913116122,0.940018983,1.063409299,1.169925359,1.096906748,1.101698836,1.148944081,1.108219497,1.138301394,1.176878029,1.121835208,1.14389243,1.093920242,1.010305419,1.143108782,0.187420383,1.11286651,1.032901283,1.131224894,1.132742739,1.122386394,1.143366874
B,1.050350611,1.161995378,1.174770791,1.083014557,1.092649623,1.140370476,1.148893768,1.090181197,1.088097849,1.184105987,1.059436021,1.027349244,1.085516198,1.094667527,0.171982408,1.079847867,1.090802267,1.138589469,1.159530612,1.102014276,0.86224858,0.975992516,0.994952074,0.905394392,0.911812085,0.965886081,0.9756508,0.900677536,0.901009815,1.010521426,0.866255362,0.849869211,0.910229504,0.906610149,0,0.895359886,0.908239348,0.960085123,0.974240496,0.920596868,1.046424951,1.158201717,1.169568765,1.079715059,1.088613907,1.137612595,1.145186733,1.085425234,1.084603194,1.182056965,1.054970694,1.023942697,1.083268192,1.091185738,0.178565072,1.075535032,1.085770559,1.133672786,1.158409985,1.098090615
B,1.110573717,1.14244407,1.15126199,1.098350335,1.08666229,1.097669611,1.122340453,1.168059774,1.141588912,1.118913213,1.013576105,1.050941397,1.21953642,1.023059746,1.089315645,0.171838548,1.123300223,1.157855073,1.071905306,1.080649401,0.912464285,0.947342033,0.963076396,0.911639592,0.896705389,0.914793975,0.940925789,0.967142275,0.944658485,0.938410849,0.811665193,0.864431224,1.035360072,0.827343325,0.895359886,0,0.930974022,0.970325116,0.878554032,0.890224074,1.110348052,1.142595177,1.150050494,1.098877292,1.086451138,1.098410563,1.122346239,1.166416448,1.142188178,1.121801597,1.013717447,1.051390357,1.222978284,1.023412243,1.088496991,0.179180557,1.121570609,1.156467166,1.073352184,1.080626759
B,1.144530736,1.118111894,0.96118457,1.11690518,1.132231751,1.179143261,1.209975792,0.999871438,1.164636194,1.085340298,1.139236948,1.13200447,1.021337518,1.120943723,1.097586463,1.120932556,0.167802563,1.121408071,1.134961058,1.139054644,0.95092978,0.927984698,0.781520611,0.934476252,0.947037269,1.00010145,1.031564912,0.808089423,0.972298915,0.902601899,0.939731447,0.949682602,0.841784318,0.927704409,0.908239348,0.930974022,0,0.938600095,0.945496168,0.953030477,1.135867477,1.110114558,0.954011652,1.109599971,1.123876961,1.172567668,1.202187314,0.991821505,1.157013086,1.073498047,1.129450672,1.124882527,1.014104811,1.113179626,1.08859487,1.11203846,0.173645008,1.112638889,1.129141068,1.130862795
