source,target,cosine_distance
Sc5_A_1,Sc5_A_1,0.0
Sc5_A_2,Sc5_A_1,0.18808484101766232
Sc5_A_3,Sc5_A_1,0.20398496078589068
Sc5_A_4,Sc5_A_1,0.2449349335639438
Sc5_A_5,Sc5_A_1,0.21299485417993091
Sc5_A_6,Sc5_A_1,0.32541280577534526
Sc5_A_7,Sc5_A_1,0.3183395169527983
Sc5_A_8,Sc5_A_1,0.28371073135245506
Sc5_A_9,Sc5_A_1,0.3109977756687681
Sc5_A_10,Sc5_A_1,0.3010679120993013
Sc5_A_11,Sc5_A_1,0.365229543745369
Sc5_A_12,Sc5_A_1,0.29404755421546536
Sc5_A_13,Sc5_A_1,0.29939215570945876
Sc5_A_14,Sc5_A_1,0.405492708072
Sc5_A_15,Sc5_A_1,0.30785413742845713
Sc5_A_16,Sc5_A_1,0.3928774417107973
Sc5_A_17,Sc5_A_1,0.3660066590294634
Sc5_A_18,Sc5_A_1,0.3985389474790799
Sc5_A_19,Sc5_A_1,0.2861983628923188
Sc5_A_20,Sc5_A_1,0.31636959858811575
Sc5_B_1,Sc5_A_1,0.04579945221326387
Sc5_B_2,Sc5_A_1,0.22063329780402885
Sc5_B_3,Sc5_A_1,0.2469227798482686
Sc5_B_4,Sc5_A_1,0.28840298426091426
Sc5_B_5,Sc5_A_1,0.2597348828354964
Sc5_B_6,Sc5_A_1,0.3804359446463459
Sc5_B_7,Sc5_A_1,0.36328085607312965
Sc5_B_8,Sc5_A_1,0.330867683144346
Sc5_B_9,Sc5_A_1,0.3500129411852074
Sc5_B_10,Sc5_A_1,0.33863186285295244
Sc5_B_11,Sc5_A_1,0.41234659193235446
Sc5_B_12,Sc5_A_1,0.336881739985743
Sc5_B_13,Sc5_A_1,0.33429002527023854
Sc5_B_14,Sc5_A_1,0.45549017240496426
Sc5_B_15,Sc5_A_1,0.359586437869304
Sc5_B_16,Sc5_A_1,0.4149974089852374
Sc5_B_17,Sc5_A_1,0.40407910692128046
Sc5_B_18,Sc5_A_1,0.4365870779683927
Sc5_B_19,Sc5_A_1,0.32714616253553197
Sc5_B_20,Sc5_A_1,0.3593134294203286
Sc5_C_1,Sc5_A_1,0.018681506677343918
Sc5_C_2,Sc5_A_1,0.21586031105952885
Sc5_C_3,Sc5_A_1,0.2293319265273367
Sc5_C_4,Sc5_A_1,0.2699475162335845
Sc5_C_5,Sc5_A_1,0.23119493936082947
Sc5_C_6,Sc5_A_1,0.3591364664957636
Sc5_C_7,Sc5_A_1,0.34896159678901206
Sc5_C_8,Sc5_A_1,0.29862963052621183
Sc5_C_9,Sc5_A_1,0.33573935137440136
Sc5_C_10,Sc5_A_1,0.319597640346999
Sc5_C_11,Sc5_A_1,0.39963168095303203
Sc5_C_12,Sc5_A_1,0.3201069196536289
Sc5_C_13,Sc5_A_1,0.32392416529008694
Sc5_C_14,Sc5_A_1,0.43157161234533636
Sc5_C_15,Sc5_A_1,0.3305183057802955
Sc5_C_16,Sc5_A_1,0.42241382906829905
Sc5_C_17,Sc5_A_1,0.38792595240618477
Sc5_C_18,Sc5_A_1,0.4149024350114082
Sc5_C_19,Sc5_A_1,0.30592731624373837
Sc5_C_20,Sc5_A_1,0.33777390854496414
Sc5_A_1,Sc5_A_2,0.18808484101766232
Sc5_A_2,Sc5_A_2,0.0
Sc5_A_3,Sc5_A_2,0.2577886618733205
Sc5_A_4,Sc5_A_2,0.22841066080442307
Sc5_A_5,Sc5_A_2,0.2560303349257347
Sc5_A_6,Sc5_A_2,0.31560660536876683
Sc5_A_7,Sc5_A_2,0.3491209640518951
Sc5_A_8,Sc5_A_2,0.3120658348708234
Sc5_A_9,Sc5_A_2,0.2524112775463845
Sc5_A_10,Sc5_A_2,0.3272576019908011
Sc5_A_11,Sc5_A_2,0.33881836173997804
Sc5_A_12,Sc5_A_2,0.3395352814843552
Sc5_A_13,Sc5_A_2,0.3250989574709724
Sc5_A_14,Sc5_A_2,0.4440219610954381
Sc5_A_15,Sc5_A_2,0.39038451779833894
Sc5_A_16,Sc5_A_2,0.34102886865765525
Sc5_A_17,Sc5_A_2,0.43588244987547775
Sc5_A_18,Sc5_A_2,0.44355264444036047
Sc5_A_19,Sc5_A_2,0.3352332088507952
Sc5_A_20,Sc5_A_2,0.32594348821752783
Sc5_B_1,Sc5_A_2,0.22952301716453105
Sc5_B_2,Sc5_A_2,0.03886527032564313
Sc5_B_3,Sc5_A_2,0.2986057315288262
Sc5_B_4,Sc5_A_2,0.2702095466364425
Sc5_B_5,Sc5_A_2,0.3048527434311997
Sc5_B_6,Sc5_A_2,0.37047451171965484
Sc5_B_7,Sc5_A_2,0.3935776752748932
Sc5_B_8,Sc5_A_2,0.35958942578951403
Sc5_B_9,Sc5_A_2,0.29630287839885716
Sc5_B_10,Sc5_A_2,0.36624763675915917
Sc5_B_11,Sc5_A_2,0.38666724717717804
