,Sc3_A_1,Sc3_A_2,Sc3_A_3,Sc3_A_4,Sc3_A_5,Sc3_A_6,Sc3_A_7,Sc3_A_8,Sc3_A_9,Sc3_A_10,Sc3_A_11,Sc3_A_12,Sc3_A_13,Sc3_A_14,Sc3_A_15,Sc3_A_16,Sc3_A_17,Sc3_A_18,Sc3_A_19,Sc3_A_20,Sc3_B_1,Sc3_B_2,Sc3_B_3,Sc3_B_4,Sc3_B_5,Sc3_B_6,Sc3_B_7,Sc3_B_8,Sc3_B_9,Sc3_B_10,Sc3_B_11,Sc3_B_12,Sc3_B_13,Sc3_B_14,Sc3_B_15,Sc3_B_16,Sc3_B_17,Sc3_B_18,Sc3_B_19,Sc3_B_20,Sc3_C_1,Sc3_C_2,Sc3_C_3,Sc3_C_4,Sc3_C_5,Sc3_C_6,Sc3_C_7,Sc3_C_8,Sc3_C_9,Sc3_C_10,Sc3_C_11,Sc3_C_12,Sc3_C_13,Sc3_C_14,Sc3_C_15,Sc3_C_16,Sc3_C_17,Sc3_C_18,Sc3_C_19,Sc3_C_20
Sc3_A_1,0.0,0.002276557423774639,0.0025340980365793353,0.0022552070379806555,0.0026622916570796518,0.003198985945152999,0.002745060170946445,0.006125586151070728,0.003499492882414801,0.003970453968783261,0.0036203699689587587,0.002957114290856766,0.0029253732225671403,0.004530126770845078,0.004138311637630454,0.002957114290856766,0.004536820400893871,0.005567672255670231,0.0055814554656303805,0.0045295127647428934,0.006724416090782892,0.003339560635783556,0.00460399382120813,0.0048778157437049385,0.006398992946115012,0.003691100492610455,0.004689815015803456,0.0055747778974203355,0.0059294125629515415,0.004697189625154419,0.006808246352199898,0.004835204831739159,0.004755505848711095,0.005712706251208122,0.006365731291892773,0.004676325880004328,0.006841474572076067,0.00549704967371234,0.004337433444176031,0.006096481710908819,0.004930189124641382,0.0055566352356081206,0.003804288493089225,0.004759874738404002,0.006708024077017982,0.006825157198223186,0.00735019394227987,0.0036204711274718804,0.006580692345072525,0.006389574772508122,0.00967334179825785,0.009153924759093268,0.00819525381781383,0.003984111039565641,0.007215112657610212,0.005606158411448292,0.007886993061987368,0.007586737191688675,0.009104530505638753,0.00493783219395616
Sc3_A_2,0.002276557423774639,0.0,0.0024317457110391016,0.002922366532623344,0.002453577562760767,0.0028379819064200396,0.002982840925141894,0.006596669000962341,0.002756040384385816,0.004221927949031756,0.0034299129753702084,0.0023291535158787013,0.004452219173843863,0.0050011681670212305,0.004451125124000033,0.0023291535158787013,0.004409059441148888,0.006485884799930286,0.006616737195137001,0.004516003981286376,0.007527167705628446,0.004657409703095583,0.005066551610584447,0.005307696940936024,0.007555907964440167,0.0035693796008035017,0.005502195989193437,0.005357809244486811,0.006293624173273393,0.005136719237688325,0.007002093540704912,0.004636986774283702,0.005601065109420045,0.006202408562554718,0.0072519569475087975,0.005517419389321931,0.007668084219219495,0.006028798461916285,0.004371996328203509,0.005844572283908778,0.0065308332933694535,0.005679858378152325,0.00490397208549842,0.005509340724376255,0.007616900216481426,0.0074754459616410696,0.008105613082399987,0.0033713936582648873,0.007612487245397315,0.0068188105536940435,0.010968551725930142,0.010485735104014293,0.008349355760437494,0.004061582139731179,0.006887279633641108,0.006301218832885924,0.008470468632863493,0.009152317453456682,0.009515372336997396,0.005049077192057938
Sc3_A_3,0.0025340980365793353,0.0024317457110391016,0.0,0.003456842599383503,0.0023106121890976716,0.002414872323923789,0.002357275654588986,0.006134593761871421,0.001968157265487269,0.0030168623460511412,0.003666840993200693,0.0024881911522608435,0.004711673614500422,0.004269279781113244,0.004188942307589372,0.0024881911522608435,0.0033840369226258993,0.005635198283737819,0.0064154149809667604,0.003317096130892372,0.007738776760822241,0.0042744541301100725,0.004657872806771213,0.004384177488084506,0.005834203217434886,0.003725241702684734,0.004435132723828894,0.004616336050651371,0.005513436424439577,0.004469273144336761,0.00596773045438892,0.004814142311456382,0.005264874553562837,0.005370260014420092,0.006138872057385392,0.005139858639926498,0.007052761533405727,0.00535921575518572,0.003733983987976419,0.004841746261769364,0.005905401849749969,0.0055094698703136435,0.004636682889382127,0.004671933384439719,0.0065144465143545105,0.006286827190398414,0.00658486683779036,0.003197769306353626,0.006670633919929281,0.006832610277296869,0.010204116388841666,0.009152980153218637,0.007579839354090567,0.0037639314744633,0.0063970745748074265,0.005936300953483631,0.007620428285270431,0.008861802068833136,0.009032139032401632,0.0038789087020336677
Sc3_A_4,0.0022552070379806555,0.002922366532623344,0.003456842599383503,0.0,0.0032939516745769115,0.0032587721025253424,0.0036528069284448295,0.005194929840871887,0.0047342559171167364,0.003917968351567325,0.0032941957756027485,0.0044503025778692695,0.003551274313211783,0.005616519832776001,0.004950452119130033,0.0044503025778692695,0.005483738893932166,0.005546850497228251,0.00606984609099126,0.005623242883670998,0.008216179143044844,0.004696846138282029,0.005430944040485275,0.005880185600384835,0.006489272264855739,0.005028500991164919,0.005601331072394022,0.004836128821546382,0.007533637519581693,0.004917086084435418,0.007784307638429411,0.004452964053314967,0.005287919108366124,0.005488446064263686,0.00629554103900376,0.00549644947399186,0.005745626629807266,0.005985449700596113,0.00529071491794586,0.00639970253900124,0.003927489156117736,0.005282276066871261,0.002890854474211557,0.003837198820210719,0.005936868820343277,0.006159120107672722,0.007165669305964517,0.0030145807677285363,0.006282437723750478,0.004916437560610221,0.009767091281143836,0.008962029258522852,0.008381920350569505,0.005159779473678294,0.006166877990068542,0.005585155534913566,0.0076519654497286815,0.008142646348273663,0.008302500517573752,0.004211135546196787
Sc3_A_5,0.0026622916570796518,0.002453577562760767,0.0023106121890976716,0.0032939516745769115,0.0,0.002989210071448589,0.0030909681521957832,0.006831377105079195,0.0038289084554075092,0.00402974593560379,0.004027472184146563,0.0035805191830575733,0.004114470137710158,0.006507512073207433,0.005312017391395307,0.0035805191830575733,0.004575751111796866,0.007950919681094515,0.008138869768516077,0.0046948621656771605,0.007142196730811179,0.0038852164284824964,0.005127982445980894,0.004378840118094862,0.00713956077012512,0.0029748905509728862,0.004639321371944893,0.004424292260411633,0.005134229121366629,0.004002248738866898,0.006207446757997781,0.004199300711589138,0.004660642694847894,0.005104631058414633,0.006205695751967832,0.0049945049885611326,0.007030817901822584,0.005315236663146816,0.003598160878816259,0.005259012875464153,0.007444540576185932,0.00695698085037566,0.00602454544552522,0.0057677635137709515,0.009154002554116802,0.00898338436811541,0.009703520725293124,0.004530645818716761,0.008169419814786028,0.008131958793758942,0.013495300530256271,0.012329047446245411,0.010533846054377793,0.005512043148243162,0.008951527449454377,0.008146218956741058,0.010763232983450055,0.010645347327310373,0.01120342263613383,0.0063609867719356394
Sc3_A_6,0.003198985945152999,0.0028379819064200396,0.002414872323923789,0.0032587721025253424,0.002989210071448589,0.0,0.003308612238341113,0.005944525699183245,0.0032344180725403238,0.0029257614393276565,0.003208723421007864,0.0028041540294705403,0.005390009066491119,0.005114734106579921,0.0036054687811931663,0.0028041540294705403,0.004269011130859979,0.006465343498986864,0.0061865512261018996,0.003816041350746757,0.0075491723096839936,0.0048046691430376764,0.005269269067174953,0.0041974121226541206,0.006018664785617522,0.0036254402990180123,0.0036894827470747016,0.004333775833994857,0.005006101131966978,0.0038042268755962283,0.004964444165537429,0.004688532050861283,0.0049209280866444605,0.005136956421880279,0.004945384765353111,0.004513442304954207,0.006341060836116186,0.004939092620767305,0.003632404492828867,0.005258397770081191,0.005685270412630561,0.005428986882324072,0.004364794586088294,0.004484337816049289,0.005828442673833312,0.006364727057080466,0.006648876138112714,0.0034917414103549094,0.006675119230260096,0.006061955608638092,0.009728332435889442,0.009834060240387132,0.00799621305013365,0.004231308839569237,0.0061779070963798866,0.00588975960621041,0.007463973686327341,0.008656783112952038,0.00873687946014634,0.004551218144594804
Sc3_A_7,0.002745060170946445,0.002982840925141894,0.002357275654588986,0.0036528069284448295,0.0030909681521957832,0.003308612238341113,0.0,0.005764934540542388,0.0036757766342108145,0.0035896813182856313,0.003982253373422173,0.004184603138383536,0.004064797636623263,0.0047808215382687536,0.004272434725879237,0.004184603138383536,0.0035813068005909887,0.0065842690116812985,0.006368175514017804,0.004535172974372781,0.0073532825082642805,0.004178644369241535,0.005416061263399663,0.004600784735673713,0.006246891536018762,0.00424244612163327,0.004469183274448674,0.005115633875936054,0.005556842606441625,0.004542946957826199,0.005755020721815662,0.005151943021971972,0.0053779307391741416,0.0056449814759849115,0.0054864612800484824,0.005477087958386417,0.007270404800512775,0.005222944240016791,0.0037806275816097967,0.006620901566063542,0.00535359970059357,0.005616934953574182,0.004552398354535692,0.004288711385413202,0.00632589547690543,0.0064304005179501855,0.007483211661834188,0.0032219338363923544,0.006235991182375833,0.006043967661772953,0.010436557656431034,0.009787366072078196,0.008265110404124143,0.005116120096183008,0.006751689181944576,0.006413924997363818,0.008013005980024634,0.008583103740761766,0.008595050261416604,0.005645563303542489
Sc3_A_8,0.006125586151070728,0.006596669000962341,0.006134593761871421,0.005194929840871887,0.006831377105079195,0.005944525699183245,0.005764934540542388,0.0,0.007200556009585246,0.0049910233895218425,0.006837560890841643,0.007826401911100955,0.006284359067421641,0.006598303418953733,0.006626970891958073,0.007826401911100955,0.0049144301990582395,0.006391123911844487,0.004638736503901009,0.005413366482735049,0.010187931191943389,0.006269906623575405,0.00658391147837234,0.006070782303281508,0.004867316157172619,0.007219734618353901,0.007922970421186504,0.006203452946983878,0.008657339544439924,0.006603008909801922,0.008322648045217429,0.006570398191742655,0.006732507151946621,0.007225415394963575,0.007115207435420934,0.006627845448800129,0.006762443834817611,0.006727456516992247,0.0063088031824650725,0.009268768277511885,0.006546136319801943,0.005170738185063972,0.0047249655581197425,0.006485336906219774,0.007918866214629783,0.00572291579574058,0.007084253318466294,0.005176854685427168,0.005635608985789187,0.0031737575946515495,0.009402785357216947,0.008823885746102933,0.008046311248102844,0.008229410203123733,0.0033491788877333395,0.004811864555921197,0.007304785256792123,0.007805325033512389,0.00790037165459534,0.005297183079775225
Sc3_A_9,0.003499492882414801,0.002756040384385816,0.001968157265487269,0.0047342559171167364,0.0038289084554075092,0.0032344180725403238,0.0036757766342108145,0.007200556009585246,0.0,0.0034171589164436744,0.003671892019834311,0.0023218338371069347,0.006508623555794513,0.004122797070983397,0.0034450049227197077,0.0023218338371069347,0.003464090659854757,0.005979563791514431,0.0065205274907029764,0.004446281134723895,0.010514086382461318,0.005587516829156813,0.005702173411824107,0.005835568523494428,0.0075069406699954655,0.004978179186525988,0.006052892902087437,0.00668909156095443,0.007346413413812036,0.006772387777939537,0.007715488752889965,0.006769843725469404,0.007272276084920537,0.007734829001678545,0.007864557929317062,0.006866653895203356,0.009826804113274856,0.00772349522536242,0.005129172697906359,0.006789969958682418,0.006938098587964792,0.00590148894112863,0.005938320019863164,0.006330380106222222,0.006660908889935313,0.006797548765875017,0.007081261829519736,0.004006277065938035,0.0076106051832109944,0.008386369968641838,0.009933873074302602,0.008492702854451584,0.007691718089068655,0.0035270655704651155,0.00683133333602326,0.006638423996903398,0.007554117805826266,0.008705829887759586,0.008635589433862223,0.00449346896674907
Sc3_A_10,0.003970453968783261,0.004221927949031756,0.0030168623460511412,0.003917968351567325,0.00402974593560379,0.0029257614393276565,0.0035896813182856313,0.0049910233895218425,0.0034171589164436744,0.0,0.003997135315543132,0.00427528844656444,0.005223269288804566,0.0037688943392083507,0.004113420563405468,0.00427528844656444,0.0027238663982658284,0.004667371207823678,0.006399094117124693,0.0034544035507826365,0.008229942438540805,0.005102514768925093,0.004962934119069118,0.0034265387448567663,0.00435322242597358,0.004377324704185059,0.004444917380773572,0.004737680592361793,0.005266923734480011,0.004445451793837485,0.005009202688215586,0.004952430488918913,0.005499728595851239,0.005359858596438838,0.004528197463865236,0.004808614071042161,0.006209077465634039,0.004867443009893391,0.003669033439241187,0.007140306437362853,0.0046742897927926075,0.0038533034958367907,0.004856622307854885,0.0037492700492456343,0.004788073318462427,0.00509735153750468,0.005610544705831888,0.003158177590805944,0.0052973504638926805,0.00525519484641368,0.0077556607490909535,0.007142242201527593,0.006132686999918646,0.0046935357518470555,0.005272674227026264,0.005291460189021158,0.0060225221753905656,0.007774524417776818,0.0056435952279699775,0.004403750608964696
