"" "Sc5_A_1" "Sc5_A_10" "Sc5_A_11" "Sc5_A_12" "Sc5_A_13" "Sc5_A_14" "Sc5_A_15" "Sc5_A_16" "Sc5_A_17" "Sc5_A_18" "Sc5_A_19" "Sc5_A_2" "Sc5_A_20" "Sc5_A_3" "Sc5_A_4" "Sc5_A_5" "Sc5_A_6" "Sc5_A_7" "Sc5_A_8" "Sc5_A_9" "Sc5_B_1" "Sc5_B_10" "Sc5_B_11" "Sc5_B_12" "Sc5_B_13" "Sc5_B_14" "Sc5_B_15" "Sc5_B_16" "Sc5_B_17" "Sc5_B_18" "Sc5_B_19" "Sc5_B_2" "Sc5_B_20" "Sc5_B_3" "Sc5_B_4" "Sc5_B_5" "Sc5_B_6" "Sc5_B_7" "Sc5_B_8" "Sc5_B_9" "Sc5_C_1" "Sc5_C_10" "Sc5_C_11" "Sc5_C_12" "Sc5_C_13" "Sc5_C_14" "Sc5_C_15" "Sc5_C_16" "Sc5_C_17" "Sc5_C_18" "Sc5_C_19" "Sc5_C_2" "Sc5_C_20" "Sc5_C_3" "Sc5_C_4" "Sc5_C_5" "Sc5_C_6" "Sc5_C_7" "Sc5_C_8" "Sc5_C_9"
"Sc5_A_1" 0 0.939250831266887 0.989323927965618 0.858251581437179 0.946921373609586 0.991159917746827 0.957825073724376 0.93863308705749 0.995038367702622 1.03122566944179 0.954906092481928 0.881884908167117 0.940306998571991 0.881334524588774 0.882853461344677 0.944192073141989 0.980803586120939 0.94485346214695 0.893636292300174 0.996378520092372 0.179082905825547 1.10660293394276 1.14878836791973 1.0197556909451 1.11046521958135 1.14797918189654 1.11296374262173 1.10942523642 1.16350590652571 1.18214198374809 1.12936518610333 1.04275986646301 1.09875451321845 1.05211627088748 1.05035061136578 1.1105737171848 1.14453073576832 1.10594942612484 1.06063877675502 1.15998738372487 0.149462350497175 1.08222411269983 1.12628402977759 0.995714364715474 1.08520115807637 1.12600190190123 1.09101130967157 1.08521806533847 1.13973333245827 1.15998024623627 1.10422268043147 1.01881996189507 1.07607500029749 1.0275955628469 1.02546624730003 1.08713680970276 1.12054232047347 1.08122781895677 1.03681436434587 1.13550090500304
"Sc5_A_10" 0.939250831266887 0 0.99371453446382 0.988976384084567 0.941372155242 0.984016890949042 0.934719675903299 0.936192542083311 0.859549609886436 0.877356764133453 0.8692095786351 1.02294715197758 0.930869711152519 0.993474871007616 0.998999057119627 0.97979113561852 0.956726970143369 0.9306459290068 0.8751237326241 0.931270538977408 1.10648516580205 0.173137011790332 1.15031505739853 1.14586720694724 1.10205482077008 1.13816290434429 1.08753741841741 1.10410184581911 1.0262796813897 1.03471758961896 1.04237781992202 1.18037475564506 1.08656512057285 1.15868992272904 1.16199537813429 1.14244407005884 1.1181118943677 1.08899620831033 1.03948719800741 1.09231893188972 1.08554723910377 0.145015421101393 1.13175385065235 1.12790695370285 1.0808144553742 1.11993031373968 1.06904603848376 1.08400182722269 1.00513202232697 1.01511952565123 1.02071473174192 1.16149837804215 1.06762179122258 1.14124021009258 1.14134129983625 1.12360068154077 1.09800069972879 1.06828296723494 1.01919134758937 1.07177436776668
"Sc5_A_11" 0.989323927965618 0.99371453446382 0 0.988663242006264 0.962642896237527 0.961798102221123 0.942162872590996 0.827256155105998 1.02799217661783 0.88025004322344 1.01402829303953 1.01712833600945 0.888263180518798 0.939270690772763 1.03088406980755 1.00785710321265 0.815237523345703 0.973277380186362 0.996921024580407 0.939837105298407 1.13699629114644 1.13888939045756 0.15952303986645 1.12760726317137 1.10495482911352 1.09847551935005 1.07747870295843 0.978918000423563 1.17428352329079 1.0195970454186 1.16474214401682 1.15654037323155 1.02615509159125 1.0868583802156 1.17477079136229 1.15126198959671 0.961184569959991 1.11335791939404 1.14104546177084 1.08243732048846 1.12093243980392 1.1235441769505 0.134118913725834 1.11383574241874 1.08819363161505 1.08414033001543 1.06318855360913 0.961757113517464 1.15950283738435 1.00424916044591 1.14904404998468 1.14195035676559 1.01076217172774 1.07225906307961 1.1587432494475 1.13720697871955 0.94489619188087 1.09691263946143 1.12849087447503 1.06642422019157
"Sc5_A_12" 0.858251581437179 0.988976384084567 0.988663242006264 0 0.931904530381905 1.01082628409305 0.936633761608731 0.946399176769858 0.996143790255203 1.02647028049747 0.900475704829443 0.874769661118742 0.940608958959873 0.936265462219234 0.931262467256324 0.94703413093503 0.967748046935485 0.983782829478024 0.928769528526473 0.961539640994201 1.01379293873968 1.14071236032281 1.13367141342867 0.159067995094297 1.08054291824397 1.15324956858369 1.07807338740596 1.1016153072137 1.14929697664076 1.17220521695427 1.06026332073567 1.02110905602824 1.08466129887294 1.09048796410865 1.08301455728289 1.09835033470579 1.11690517986512 1.13010938364977 1.08026149465395 1.11043651137478 1.00284463065301 1.13102416741411 1.12478768963061 0.134398493224844 1.06941919283421 1.14493366386332 1.06904565498852 1.09199720633219 1.13995075894172 1.1634945946245 1.04949164533752 1.01083485991789 1.0755405784382 1.08177260545965 1.07241129633074 1.08907796762761 1.10684121098991 1.11891296843818 1.07162273293935 1.09993483497961
"Sc5_A_13" 0.946921373609586 0.941372155242 0.962642896237527 0.931904530381905 0 0.965230992295424 1.03434769012273 0.953950527641465 0.950927666497389 1.00087016487052 0.716290417793764 0.971075333590524 0.98166596255166 0.966461667203326 0.922251054454344 0.916175502115081 0.964775323038849 0.968443413415593 0.966253830239898 0.920739237713984 1.12056196608228 1.11217254563054 1.12597790665425 1.09569038323892 0.164832901900681 1.12550994193244 1.19147989467582 1.12786792245527 1.12328587659874 1.16000099844273 0.89917508439034 1.13486859521113 1.14338387107298 1.13873010203562 1.09264962259096 1.08666228983577 1.13223175148406 1.13279358913332 1.1357441673744 1.08808308800254 1.08382969433382 1.07628624835651 1.09214901505019 1.06178713360042 0.135794153116746 1.09234280203802 1.1598690289231 1.09213515868709 1.08736715243774 1.12678603584073 0.859913910680951 1.10057703904136 1.11032860443927 1.10468840218709 1.05642052439843 1.05132710563662 1.09691435887866 1.09691442923428 1.1024346087486 1.05229873569231
"Sc5_A_14" 0.991159917746827 0.984016890949042 0.961798102221123 1.01082628409305 0.965230992295424 0 0.924248841186684 1.03378850911999 0.80195513871548 0.860492526492731 0.991211375183387 0.995984493810816 0.957590168589366 0.940245762469832 0.986791278848053 0.943687367147382 1.02869495186191 0.840129443821611 0.910061461021278 0.959834953558211 1.14809960681445 1.13841173545205 1.10986448551696 1.15819080339218 1.11650776589985 0.152695870952857 1.06830555947701 1.18941278115813 0.95945850155172 1.00953179063247 1.15188610746789 1.14427133734884 1.10411468516055 1.09700618251846 1.1403704762429 1.09766961087213 1.17914326077876 0.989529917571728 1.06439395176356 1.11130224421893 1.13429443968679 1.1252379027561 1.09738975782288 1.14703315781329 1.10175668983582 0.128419325179797 1.05591259233589 1.17753317923121 0.9444915419508 0.996140470637861 1.13833643607962 1.13167171564797 1.09197228873803 1.08491095569481 1.12643607789453 1.08493097375524 1.16598560575123 0.97597745715774 1.0517700246567 1.09742723539766
"Sc5_A_15" 0.957825073724376 0.934719675903299 0.942162872590996 0.936633761608731 1.03434769012273 0.924248841186684 0 0.981991510652413 0.901394976505925 0.883194641995431 0.997439007821696 0.936867713539372 0.935577078675955 0.982378373357562 1.00562324933992 0.979209070212423 1.07028557453872 0.940212985543427 0.918322970819954 0.967982610234949 1.10480681280284 1.07946771920249 1.08099559677739 1.07537872940593 1.17586540800859 1.06030264942537 0.149413367335584 1.12869535642419 1.04782011334539 1.02078538184735 1.14747583300517 1.0757185438833 1.07251859353953 1.12797071615913 1.14889376788092 1.12234045265915 1.20997579217998 1.07948283481528 1.06251586733441 1.10950483198037 1.0927439008614 1.06772655290533 1.07003749519567 1.06468331817512 1.16251236176134 1.04935600596393 0.125919374365551 1.117900699674 1.03578775851397 1.0093044512545 1.13589348109831 1.06441183147178 1.06174474663829 1.11868558339821 1.13687750763798 1.1119159505629 1.19884158316359 1.06716227665861 1.05179074373668 1.09750504301251
"Sc5_A_16" 0.93863308705749 0.936192542083311 0.827256155105998 0.946399176769858 0.953950527641465 1.03378850911999 0.981991510652413 0 1.00282245963451 0.96987418048222 1.00752360710297 0.974957786266786 0.925869239175208 1.01337042358265 0.937122317423474 1.01704566377848 0.846832573403968 0.959465491993968 0.9080726685949 0.881670226635668 1.09483261681559 1.08981267819496 0.97698255183477 1.09350493740083 1.10400785643382 1.17734610737872 1.12400186263983 0.180921960360212 1.15732635714637 1.10619701090951 1.16660262480299 1.12217259869708 1.07125570364843 1.16718180912352 1.09018119718304 1.16805977420008 0.999871438417685 1.10723220595039 1.06122289885699 1.03228845180717 1.07904086998958 1.07452682905759 0.961359779424356 1.07961300666345 1.08770944033046 1.16445632937119 1.11080392076371 0.152638884194995 1.14283468205974 1.09204987315278 1.15141252149686 1.1077552186536 1.056991044879 1.15522656734075 1.07448262253695 1.15474206904792 0.984222212232647 1.09127594979556 1.04677757752165 1.01669856238025
"Sc5_A_17" 0.995038367702622 0.859549609886436 1.02799217661783 0.996143790255203 0.950927666497389 0.80195513871548 0.901394976505925 1.00282245963451 0 0.880464995247998 0.929508532029894 0.962936972172505 0.957422169047201 0.941466004874433 0.921897002208926 0.976739944055761 1.0020941643202 0.851512985390453 0.948887708653419 0.99618832346059 1.16392577129334 1.02688090120448 1.18592181082904 1.15498548978781 1.11373661747027 0.95952512591548 1.05672990376559 1.17119808521419 0.176472389393447 1.03926241635922 1.10369157627737 1.12270595874169 1.11514003517432 1.11006723126775 1.08809784862507 1.14158891203267 1.16463619360092 1.01223735986201 1.11441063093799 1.15905450314736 1.14559709437978 1.00822995929808 1.16996758428382 1.13939530849474 1.09462380631333 0.941195942561278 1.03994631754663 1.15441941349591 0.14820153570711 1.02186400000517 1.08497748515783 1.1055671304208 1.09882283164166 1.09366678729234 1.06959414492399 1.12502278872142 1.14698219988957 0.994219589126228 1.09866817250418 1.14079454237468
"Sc5_A_18" 1.03122566944179 0.877356764133453 0.88025004322344 1.02647028049747 1.00087016487052 0.860492526492731 0.883194641995431 0.96987418048222 0.880464995247998 0 1.03571459247088 1.01622491062146 0.893281529507266 0.972331933155361 1.03071277728525 0.965021840069283 0.93247304802699 0.97729348095668 0.928191976149603 0.97851013312124 1.18821965551881 1.03316479305313 1.03043415386573 1.17402295306013 1.15264506613057 1.00693497251328 1.02829995185101 1.12757160915428 1.03770711498681 0.1584079440188 1.19593475510999 1.16482756920057 1.04024750660816 1.12876584984701 1.1841059870365 1.1189132131559 1.08534029763642 1.12657695678556 1.08270947046617 1.13031346234984 1.16902562230975 1.01359564572731 1.01177552747002 1.1578174967969 1.1322910966079 0.988290619481613 1.01021307551449 1.1091674404636 1.01803021139756 0.132392659391421 1.17704644873444 1.14709956463113 1.02187725740839 1.11187241598763 1.16479857351519 1.10101855697688 1.06637213122742 1.10687402686409 1.06504177257618 1.11108780312641
