source,target,cosine_distance
Sc3_A_1,Sc3_A_1,0.0
Sc3_A_2,Sc3_A_1,0.02769117368061802
Sc3_A_3,Sc3_A_1,0.043649409671606576
Sc3_A_4,Sc3_A_1,0.026895732005684847
Sc3_A_5,Sc3_A_1,0.03538459081283718
Sc3_A_6,Sc3_A_1,0.050064025282448577
Sc3_A_7,Sc3_A_1,0.05515145430537072
Sc3_A_8,Sc3_A_1,0.08337342724415764
Sc3_A_9,Sc3_A_1,0.03975113122173202
Sc3_A_10,Sc3_A_1,0.08973594268123253
Sc3_A_11,Sc3_A_1,0.07092622738066134
Sc3_A_12,Sc3_A_1,0.05502502204619664
Sc3_A_13,Sc3_A_1,0.05209128958731435
Sc3_A_14,Sc3_A_1,0.1054263765914647
Sc3_A_15,Sc3_A_1,0.11904722776772592
Sc3_A_16,Sc3_A_1,0.05502502204619664
Sc3_A_17,Sc3_A_1,0.09527386862029086
Sc3_A_18,Sc3_A_1,0.102841944678148
Sc3_A_19,Sc3_A_1,0.09908095870441846
Sc3_A_20,Sc3_A_1,0.11194307004039394
Sc3_B_1,Sc3_A_1,0.13728728403438073
Sc3_B_2,Sc3_A_1,0.09138026800853694
Sc3_B_3,Sc3_A_1,0.11738462996356802
Sc3_B_4,Sc3_A_1,0.13026465999744397
Sc3_B_5,Sc3_A_1,0.12790616207693795
Sc3_B_6,Sc3_A_1,0.11306324199180506
Sc3_B_7,Sc3_A_1,0.12441935418089589
Sc3_B_8,Sc3_A_1,0.09326215346536515
Sc3_B_9,Sc3_A_1,0.13567536521849977
Sc3_B_10,Sc3_A_1,0.12223461634742794
Sc3_B_11,Sc3_A_1,0.12085478299299612
Sc3_B_12,Sc3_A_1,0.13570025777637273
Sc3_B_13,Sc3_A_1,0.123320429685296
Sc3_B_14,Sc3_A_1,0.13074351437148257
Sc3_B_15,Sc3_A_1,0.11221643064030484
Sc3_B_16,Sc3_A_1,0.1368361707140826
Sc3_B_17,Sc3_A_1,0.1598503968974494
Sc3_B_18,Sc3_A_1,0.13403457896768922
Sc3_B_19,Sc3_A_1,0.09748137268743129
Sc3_B_20,Sc3_A_1,0.20113377538108845
Sc3_C_1,Sc3_A_1,0.08597370679133465
Sc3_C_2,Sc3_A_1,0.14617625687589209
Sc3_C_3,Sc3_A_1,0.09984416661467055
Sc3_C_4,Sc3_A_1,0.07483072188712747
Sc3_C_5,Sc3_A_1,0.11305208299404379
Sc3_C_6,Sc3_A_1,0.13682239109127148
Sc3_C_7,Sc3_A_1,0.13654381344232736
Sc3_C_8,Sc3_A_1,0.07763298605711333
Sc3_C_9,Sc3_A_1,0.16646781676113853
Sc3_C_10,Sc3_A_1,0.13751451222956623
Sc3_C_11,Sc3_A_1,0.18398659339912204
Sc3_C_12,Sc3_A_1,0.19352612098459376
Sc3_C_13,Sc3_A_1,0.16536661402974162
Sc3_C_14,Sc3_A_1,0.1212909310898852
Sc3_C_15,Sc3_A_1,0.12771299097484834
Sc3_C_16,Sc3_A_1,0.1358713289568031
Sc3_C_17,Sc3_A_1,0.12222498346267752
Sc3_C_18,Sc3_A_1,0.1322182785581244
Sc3_C_19,Sc3_A_1,0.16347508416673817
Sc3_C_20,Sc3_A_1,0.125120505016866
Sc3_A_1,Sc3_A_2,0.02769117368061802
Sc3_A_2,Sc3_A_2,0.0
Sc3_A_3,Sc3_A_2,0.050469520787298716
Sc3_A_4,Sc3_A_2,0.041054948494598786
Sc3_A_5,Sc3_A_2,0.038233134891512255
Sc3_A_6,Sc3_A_2,0.045277197615680276
Sc3_A_7,Sc3_A_2,0.06366118067581772
Sc3_A_8,Sc3_A_2,0.09410844131502882
Sc3_A_9,Sc3_A_2,0.04083357709789315
Sc3_A_10,Sc3_A_2,0.09508138437006552
Sc3_A_11,Sc3_A_2,0.07079486684959191
Sc3_A_12,Sc3_A_2,0.055594144425912484
Sc3_A_13,Sc3_A_2,0.06088039464973283
Sc3_A_14,Sc3_A_2,0.11970008173930469
Sc3_A_15,Sc3_A_2,0.11278405561128368
Sc3_A_16,Sc3_A_2,0.055594144425912484
Sc3_A_17,Sc3_A_2,0.11326903083389739
Sc3_A_18,Sc3_A_2,0.13141191912869332
