Source,Target,Weight,Type
Sc1_C_14,Sc1_C_9,2,undirected
Sc1_C_15,Sc1_C_11,3,undirected
Sc1_C_15,Sc1_C_2,1,undirected
Sc1_C_15,Sc1_C_9,2,undirected
Sc1_C_16,Sc1_C_11,2,undirected
Sc1_C_16,Sc1_C_3,5,undirected
Sc1_C_16,Sc1_C_9,1,undirected
Sc1_C_17,Sc1_C_11,3,undirected
Sc1_C_17,Sc1_C_7,1,undirected
Sc1_C_17,Sc1_C_9,2,undirected
Sc1_C_18,Sc1_C_11,3,undirected
Sc1_C_18,Sc1_C_12,1,undirected
Sc1_C_18,Sc1_C_4,1,undirected
Sc1_C_18,Sc1_C_9,2,undirected
Sc1_C_19,Sc1_C_11,3,undirected
Sc1_C_19,Sc1_C_12,1,undirected
Sc1_C_19,Sc1_C_9,2,undirected
Sc1_C_2,Sc1_C_11,2,undirected
Sc1_C_2,Sc1_C_15,1,undirected
Sc1_C_2,Sc1_C_5,1,undirected
Sc1_C_2,Sc1_C_7,1,undirected
Sc1_C_2,Sc1_C_9,3,undirected
Sc1_C_20,Sc1_C_11,2,undirected
Sc1_C_20,Sc1_C_7,1,undirected
Sc1_C_20,Sc1_C_9,3,undirected
Sc1_C_3,Sc1_C_11,4,undirected
Sc1_C_3,Sc1_C_12,1,undirected
Sc1_C_3,Sc1_C_16,5,undirected
Sc1_C_4,Sc1_C_11,3,undirected
Sc1_C_4,Sc1_C_18,1,undirected
Sc1_C_4,Sc1_C_9,2,undirected
Sc1_C_5,Sc1_C_11,2,undirected
Sc1_C_5,Sc1_C_2,1,undirected
Sc1_C_5,Sc1_C_9,3,undirected
Sc1_C_6,Sc1_C_1,2,undirected
Sc1_C_6,Sc1_C_11,3,undirected
Sc1_C_6,Sc1_C_7,1,undirected
Sc1_C_6,Sc1_C_9,2,undirected
Sc1_C_7,Sc1_C_10,1,undirected
Sc1_C_7,Sc1_C_11,4,undirected
Sc1_C_7,Sc1_C_12,1,undirected
Sc1_C_7,Sc1_C_17,1,undirected
Sc1_C_7,Sc1_C_2,1,undirected
Sc1_C_7,Sc1_C_20,1,undirected
Sc1_C_7,Sc1_C_6,1,undirected
Sc1_C_7,Sc1_C_9,5,undirected
Sc1_C_8,Sc1_C_11,3,undirected
Sc1_C_8,Sc1_C_14,2,undirected
Sc1_C_8,Sc1_C_9,2,undirected
Sc1_C_9,Sc1_C_1,3,undirected
Sc1_C_9,Sc1_C_10,2,undirected
Sc1_C_9,Sc1_C_11,6,undirected
Sc1_C_9,Sc1_C_12,2,undirected
Sc1_C_9,Sc1_C_13,1,undirected
Sc1_C_9,Sc1_C_14,2,undirected
Sc1_C_9,Sc1_C_15,2,undirected
Sc1_C_9,Sc1_C_16,1,undirected
Sc1_C_9,Sc1_C_17,2,undirected
Sc1_C_9,Sc1_C_18,2,undirected
Sc1_C_9,Sc1_C_19,2,undirected
Sc1_C_9,Sc1_C_2,3,undirected
Sc1_C_9,Sc1_C_20,3,undirected
Sc1_C_9,Sc1_C_4,2,undirected
Sc1_C_9,Sc1_C_5,3,undirected
Sc1_C_9,Sc1_C_6,2,undirected
Sc1_C_9,Sc1_C_7,5,undirected
Sc1_C_9,Sc1_C_8,2,undirected
